;Longitude,Latitude,Name,Address 1
34.8827300,31.6293220,"X-trail; "
34.8827250,31.6293700,"X-trail; "
34.8827100,31.6294310,"X-trail; "
34.8826900,31.6294800,"X-trail; "
34.8826910,31.6295270,"X-trail; "
34.8826810,31.6295690,"X-trail; "
34.8826630,31.6296080,"X-trail; "
34.8826480,31.6296450,"X-trail; "
34.8826330,31.6296930,"X-trail; "
34.8826210,31.6297320,"X-trail; "
34.8826060,31.6297640,"X-trail; "
34.8826180,31.6297900,"X-trail; "
34.8826210,31.6298210,"X-trail; "
34.8826140,31.6298500,"X-trail; "
34.8826080,31.6299060,"X-trail; "
34.8826020,31.6299390,"X-trail; "
34.8825910,31.6299730,"X-trail; "
34.8825810,31.6300100,"X-trail; "
34.8825720,31.6300430,"X-trail; "
34.8825660,31.6300770,"X-trail; "
34.8825570,31.6301110,"X-trail; "
34.8825520,31.6301430,"X-trail; "
34.8825470,31.6301770,"X-trail; "
34.8825400,31.6302110,"X-trail; "
34.8825360,31.6302460,"X-trail; "
34.8825320,31.6302800,"X-trail; "
34.8825260,31.6303140,"X-trail; "
34.8825180,31.6303480,"X-trail; "
34.8825080,31.6303830,"X-trail; "
34.8825010,31.6304190,"X-trail; "
34.8824920,31.6304550,"X-trail; "
34.8824870,31.6304880,"X-trail; "
34.8824790,31.6305200,"X-trail; "
34.8824700,31.6305520,"X-trail; "
34.8824590,31.6305840,"X-trail; "
34.8824450,31.6306150,"X-trail; "
34.8824360,31.6306470,"X-trail; "
34.8824260,31.6306800,"X-trail; "
34.8824140,31.6307130,"X-trail; "
34.8824000,31.6307470,"X-trail; "
34.8823830,31.6307800,"X-trail; "
34.8823670,31.6308140,"X-trail; "
34.8823520,31.6308500,"X-trail; "
34.8823360,31.6308880,"X-trail; "
34.8823190,31.6309270,"X-trail; "
34.8822990,31.6309680,"X-trail; "
34.8822620,31.6310360,"X-trail; "
34.8822380,31.6310860,"X-trail; "
34.8822230,31.6311310,"X-trail; "
34.8821900,31.6311810,"X-trail; "
34.8821620,31.6312250,"X-trail; "
34.8821440,31.6312760,"X-trail; "
34.8821200,31.6313170,"X-trail; "
34.8820960,31.6313600,"X-trail; "
34.8820640,31.6314100,"X-trail; "
34.8820430,31.6314550,"X-trail; "
34.8820290,31.6314950,"X-trail; "
34.8820100,31.6315410,"X-trail; "
34.8819970,31.6315930,"X-trail; "
34.8819730,31.6316340,"X-trail; "
34.8819590,31.6316780,"X-trail; "
34.8819360,31.6317310,"X-trail; "
34.8819290,31.6317810,"X-trail; "
34.8819270,31.6318230,"X-trail; "
34.8819220,31.6318670,"X-trail; "
34.8819060,31.6319000,"X-trail; "
34.8819020,31.6319370,"X-trail; "
34.8819040,31.6319840,"X-trail; "
34.8819010,31.6320180,"X-trail; "
34.8818880,31.6320550,"X-trail; "
34.8818790,31.6320960,"X-trail; "
34.8818600,31.6321370,"X-trail; "
34.8818520,31.6321730,"X-trail; "
34.8818500,31.6322090,"X-trail; "
34.8818490,31.6322450,"X-trail; "
34.8818450,31.6322800,"X-trail; "
34.8818400,31.6323150,"X-trail; "
34.8818310,31.6323520,"X-trail; "
34.8818200,31.6323880,"X-trail; "
34.8818070,31.6324240,"X-trail; "
34.8817940,31.6324600,"X-trail; "
34.8817850,31.6324940,"X-trail; "
34.8817790,31.6325280,"X-trail; "
34.8817740,31.6325610,"X-trail; "
34.8817670,31.6325940,"X-trail; "
34.8817530,31.6326280,"X-trail; "
34.8817410,31.6326590,"X-trail; "
34.8817290,31.6326930,"X-trail; "
34.8817160,31.6327280,"X-trail; "
34.8817010,31.6327630,"X-trail; "
34.8816890,31.6327970,"X-trail; "
34.8816760,31.6328290,"X-trail; "
34.8816630,31.6328610,"X-trail; "
34.8816490,31.6328940,"X-trail; "
34.8816360,31.6329280,"X-trail; "
34.8816230,31.6329620,"X-trail; "
34.8816080,31.6329960,"X-trail; "
34.8815930,31.6330300,"X-trail; "
34.8815800,31.6330630,"X-trail; "
34.8815660,31.6330960,"X-trail; "
34.8815500,31.6331290,"X-trail; "
34.8815360,31.6331600,"X-trail; "
34.8815210,31.6331910,"X-trail; "
34.8815040,31.6332220,"X-trail; "
34.8814860,31.6332550,"X-trail; "
34.8814660,31.6332870,"X-trail; "
34.8814470,31.6333150,"X-trail; "
34.8814260,31.6333420,"X-trail; "
34.8814060,31.6333710,"X-trail; "
34.8813890,31.6334000,"X-trail; "
34.8813700,31.6334300,"X-trail; "
34.8813530,31.6334590,"X-trail; "
34.8813380,31.6334890,"X-trail; "
34.8813250,31.6335170,"X-trail; "
34.8813100,31.6335460,"X-trail; "
34.8812930,31.6335740,"X-trail; "
34.8812740,31.6335990,"X-trail; "
34.8812530,31.6336230,"X-trail; "
34.8812300,31.6336460,"X-trail; "
34.8812060,31.6336700,"X-trail; "
34.8811810,31.6336930,"X-trail; "
34.8811500,31.6337160,"X-trail; "
34.8811190,31.6337430,"X-trail; "
34.8810870,31.6337720,"X-trail; "
34.8810570,31.6337990,"X-trail; "
34.8810260,31.6338240,"X-trail; "
34.8809950,31.6338470,"X-trail; "
34.8809630,31.6338690,"X-trail; "
34.8809340,31.6338910,"X-trail; "
34.8809060,31.6339150,"X-trail; "
34.8808820,31.6339390,"X-trail; "
34.8808590,31.6339650,"X-trail; "
34.8808370,31.6339920,"X-trail; "
34.8808140,31.6340180,"X-trail; "
34.8807930,31.6340440,"X-trail; "
34.8807750,31.6340710,"X-trail; "
34.8807600,31.6340990,"X-trail; "
34.8807480,31.6341280,"X-trail; "
34.8807300,31.6341580,"X-trail; "
34.8807130,31.6342120,"X-trail; "
34.8807000,31.6342380,"X-trail; "
34.8806860,31.6342630,"X-trail; "
34.8806730,31.6342880,"X-trail; "
34.8806450,31.6343370,"X-trail; "
34.8806330,31.6343620,"X-trail; "
34.8806240,31.6343900,"X-trail; "
34.8806130,31.6344170,"X-trail; "
34.8806020,31.6344440,"X-trail; "
34.8805880,31.6344720,"X-trail; "
34.8805760,31.6344990,"X-trail; "
34.8805600,31.6345290,"X-trail; "
34.8805490,31.6345550,"X-trail; "
34.8805330,31.6345860,"X-trail; "
34.8805280,31.6346190,"X-trail; "
34.8805240,31.6346490,"X-trail; "
34.8805230,31.6346780,"X-trail; "
34.8805230,31.6347050,"X-trail; "
34.8805240,31.6347600,"X-trail; "
34.8805190,31.6347880,"X-trail; "
34.8805130,31.6348150,"X-trail; "
34.8805070,31.6348660,"X-trail; "
34.8804980,31.6348970,"X-trail; "
34.8804860,31.6349370,"X-trail; "
34.8804790,31.6349850,"X-trail; "
34.8804690,31.6350150,"X-trail; "
34.8804510,31.6350580,"X-trail; "
34.8804190,31.6351010,"X-trail; "
34.8803950,31.6351230,"X-trail; "
34.8803730,31.6351450,"X-trail; "
34.8803470,31.6351920,"X-trail; "
34.8803270,31.6352400,"X-trail; "
34.8803020,31.6352860,"X-trail; "
34.8802870,31.6353130,"X-trail; "
34.8802580,31.6353470,"X-trail; "
34.8802300,31.6353900,"X-trail; "
34.8802160,31.6354160,"X-trail; "
34.8801970,31.6354620,"X-trail; "
34.8801830,31.6355090,"X-trail; "
34.8801810,31.6355590,"X-trail; "
34.8801760,31.6355870,"X-trail; "
34.8801730,31.6356150,"X-trail; "
34.8801700,31.6356440,"X-trail; "
34.8801680,31.6356740,"X-trail; "
34.8801700,31.6357050,"X-trail; "
34.8801780,31.6357370,"X-trail; "
34.8801900,31.6357680,"X-trail; "
34.8802050,31.6358000,"X-trail; "
34.8802170,31.6358340,"X-trail; "
34.8802440,31.6359100,"X-trail; "
34.8802560,31.6359560,"X-trail; "
34.8802890,31.6360050,"X-trail; "
34.8803040,31.6360580,"X-trail; "
34.8803260,31.6361190,"X-trail; "
34.8803520,31.6361800,"X-trail; "
34.8803830,31.6362500,"X-trail; "
34.8804090,31.6363190,"X-trail; "
34.8804400,31.6363980,"X-trail; "
34.8804680,31.6364810,"X-trail; "
34.8804960,31.6365540,"X-trail; "
34.8805240,31.6366370,"X-trail; "
34.8805400,31.6367150,"X-trail; "
34.8805550,31.6367980,"X-trail; "
34.8805720,31.6368760,"X-trail; "
34.8806100,31.6369560,"X-trail; "
34.8806370,31.6370340,"X-trail; "
34.8806540,31.6371140,"X-trail; "
34.8806660,31.6372010,"X-trail; "
34.8806780,31.6372840,"X-trail; "
34.8806680,31.6373800,"X-trail; "
34.8806960,31.6374650,"X-trail; "
34.8807160,31.6375490,"X-trail; "
34.8807350,31.6376300,"X-trail; "
34.8807620,31.6377110,"X-trail; "
34.8807800,31.6377890,"X-trail; "
34.8807950,31.6378570,"X-trail; "
34.8808100,31.6379300,"X-trail; "
34.8808240,31.6380030,"X-trail; "
34.8808380,31.6380680,"X-trail; "
34.8808680,31.6381360,"X-trail; "
34.8808810,31.6381990,"X-trail; "
34.8809030,31.6382710,"X-trail; "
34.8809090,31.6383350,"X-trail; "
34.8809260,31.6383990,"X-trail; "
34.8809340,31.6384640,"X-trail; "
34.8809370,31.6385280,"X-trail; "
34.8809410,31.6385870,"X-trail; "
34.8809470,31.6386410,"X-trail; "
34.8809320,31.6386920,"X-trail; "
34.8809300,31.6387360,"X-trail; "
34.8809150,31.6387720,"X-trail; "
34.8808790,31.6388220,"X-trail; "
34.8808570,31.6388600,"X-trail; "
34.8808230,31.6388960,"X-trail; "
34.8807920,31.6389320,"X-trail; "
34.8807660,31.6389670,"X-trail; "
34.8807440,31.6390140,"X-trail; "
34.8807220,31.6390590,"X-trail; "
34.8806880,31.6390960,"X-trail; "
34.8806590,31.6391270,"X-trail; "
34.8806330,31.6391600,"X-trail; "
34.8806140,31.6392130,"X-trail; "
34.8805940,31.6392480,"X-trail; "
34.8805820,31.6393000,"X-trail; "
34.8805580,31.6393250,"X-trail; "
34.8805310,31.6393630,"X-trail; "
34.8805120,31.6394020,"X-trail; "
34.8804910,31.6394340,"X-trail; "
34.8804700,31.6394640,"X-trail; "
34.8804520,31.6394960,"X-trail; "
34.8804330,31.6395300,"X-trail; "
34.8804160,31.6395630,"X-trail; "
34.8803980,31.6395980,"X-trail; "
34.8803830,31.6396350,"X-trail; "
34.8803690,31.6396710,"X-trail; "
34.8803580,31.6397080,"X-trail; "
34.8803480,31.6397460,"X-trail; "
34.8803340,31.6397830,"X-trail; "
34.8803020,31.6398210,"X-trail; "
34.8802910,31.6398680,"X-trail; "
34.8802710,31.6399110,"X-trail; "
34.8802650,31.6399560,"X-trail; "
34.8802410,31.6400010,"X-trail; "
34.8802080,31.6400610,"X-trail; "
34.8801960,31.6401120,"X-trail; "
34.8801850,31.6401700,"X-trail; "
34.8801670,31.6402280,"X-trail; "
34.8801550,31.6402950,"X-trail; "
34.8801310,31.6403670,"X-trail; "
34.8801020,31.6404400,"X-trail; "
34.8801050,31.6405270,"X-trail; "
34.8801070,31.6406140,"X-trail; "
34.8801270,31.6407040,"X-trail; "
34.8801690,31.6407850,"X-trail; "
34.8802310,31.6408520,"X-trail; "
34.8803000,31.6409120,"X-trail; "
34.8803710,31.6409770,"X-trail; "
34.8804360,31.6410380,"X-trail; "
34.8805110,31.6411100,"X-trail; "
34.8805860,31.6411760,"X-trail; "
34.8806580,31.6412390,"X-trail; "
34.8807280,31.6413050,"X-trail; "
34.8808000,31.6413740,"X-trail; "
34.8808670,31.6414280,"X-trail; "
34.8809380,31.6414830,"X-trail; "
34.8809990,31.6415350,"X-trail; "
34.8810550,31.6415820,"X-trail; "
34.8811120,31.6416210,"X-trail; "
34.8811680,31.6416610,"X-trail; "
34.8812130,31.6417010,"X-trail; "
34.8812500,31.6417380,"X-trail; "
34.8812960,31.6417820,"X-trail; "
34.8813290,31.6418180,"X-trail; "
34.8813580,31.6418550,"X-trail; "
34.8813920,31.6418940,"X-trail; "
34.8814020,31.6419410,"X-trail; "
34.8814080,31.6419810,"X-trail; "
34.8814000,31.6420190,"X-trail; "
34.8813810,31.6420570,"X-trail; "
34.8813520,31.6420910,"X-trail; "
34.8813080,31.6421330,"X-trail; "
34.8812720,31.6421780,"X-trail; "
34.8812210,31.6422210,"X-trail; "
34.8811800,31.6422500,"X-trail; "
34.8811260,31.6422740,"X-trail; "
34.8810840,31.6423130,"X-trail; "
34.8810390,31.6423510,"X-trail; "
34.8809980,31.6423940,"X-trail; "
34.8809530,31.6424310,"X-trail; "
34.8809050,31.6424650,"X-trail; "
34.8808560,31.6425010,"X-trail; "
34.8807990,31.6425290,"X-trail; "
34.8807380,31.6425420,"X-trail; "
34.8806730,31.6425590,"X-trail; "
34.8805980,31.6425720,"X-trail; "
34.8805070,31.6425840,"X-trail; "
34.8804260,31.6425860,"X-trail; "
34.8803420,31.6425980,"X-trail; "
34.8802590,31.6426000,"X-trail; "
34.8801690,31.6426080,"X-trail; "
34.8800850,31.6426210,"X-trail; "
34.8799950,31.6426260,"X-trail; "
34.8799110,31.6426470,"X-trail; "
34.8798240,31.6426540,"X-trail; "
34.8797430,31.6426400,"X-trail; "
34.8796570,31.6426440,"X-trail; "
34.8795690,31.6426380,"X-trail; "
34.8794860,31.6426400,"X-trail; "
34.8793970,31.6426400,"X-trail; "
34.8793210,31.6426270,"X-trail; "
34.8792490,31.6426150,"X-trail; "
34.8791800,31.6426100,"X-trail; "
34.8791020,31.6425990,"X-trail; "
34.8790260,31.6426050,"X-trail; "
34.8789490,31.6426030,"X-trail; "
34.8788600,31.6425820,"X-trail; "
34.8787850,31.6425890,"X-trail; "
34.8787140,31.6425850,"X-trail; "
34.8786290,31.6426110,"X-trail; "
34.8785590,31.6426210,"X-trail; "
34.8784930,31.6426340,"X-trail; "
34.8784130,31.6426540,"X-trail; "
34.8783330,31.6426790,"X-trail; "
34.8782550,31.6427100,"X-trail; "
34.8781750,31.6427210,"X-trail; "
34.8780990,31.6427500,"X-trail; "
34.8780240,31.6427810,"X-trail; "
34.8779440,31.6428000,"X-trail; "
34.8778550,31.6428380,"X-trail; "
34.8777590,31.6428690,"X-trail; "
34.8776670,31.6428960,"X-trail; "
34.8775730,31.6429170,"X-trail; "
34.8774780,31.6429400,"X-trail; "
34.8773720,31.6429680,"X-trail; "
34.8772680,31.6429920,"X-trail; "
34.8771750,31.6430110,"X-trail; "
34.8770760,31.6430410,"X-trail; "
34.8769850,31.6430660,"X-trail; "
34.8769230,31.6431020,"X-trail; "
34.8768740,31.6431410,"X-trail; "
34.8768330,31.6431930,"X-trail; "
34.8768590,31.6432610,"X-trail; "
34.8768690,31.6433220,"X-trail; "
34.8769000,31.6433820,"X-trail; "
34.8769200,31.6434410,"X-trail; "
34.8769440,31.6435160,"X-trail; "
34.8769630,31.6435870,"X-trail; "
34.8769860,31.6436510,"X-trail; "
34.8770110,31.6437180,"X-trail; "
34.8770300,31.6437900,"X-trail; "
34.8770600,31.6438660,"X-trail; "
34.8770840,31.6439420,"X-trail; "
34.8771050,31.6440190,"X-trail; "
34.8771260,31.6441000,"X-trail; "
34.8771450,31.6441920,"X-trail; "
34.8771710,31.6442760,"X-trail; "
34.8771930,31.6443650,"X-trail; "
34.8772190,31.6444540,"X-trail; "
34.8772390,31.6445410,"X-trail; "
34.8772560,31.6446270,"X-trail; "
34.8772780,31.6447160,"X-trail; "
34.8773000,31.6448020,"X-trail; "
34.8773190,31.6448910,"X-trail; "
34.8773490,31.6449840,"X-trail; "
34.8773760,31.6450810,"X-trail; "
34.8773980,31.6451760,"X-trail; "
34.8774230,31.6452730,"X-trail; "
34.8774410,31.6453740,"X-trail; "
34.8774830,31.6454610,"X-trail; "
34.8775140,31.6455510,"X-trail; "
34.8775290,31.6456470,"X-trail; "
34.8775470,31.6457420,"X-trail; "
34.8775640,31.6458340,"X-trail; "
34.8775840,31.6459280,"X-trail; "
34.8776000,31.6460270,"X-trail; "
34.8776190,31.6461240,"X-trail; "
34.8776440,31.6462220,"X-trail; "
34.8776650,31.6463190,"X-trail; "
34.8776780,31.6464180,"X-trail; "
34.8777000,31.6465140,"X-trail; "
34.8777220,31.6466060,"X-trail; "
34.8777420,31.6467020,"X-trail; "
34.8777630,31.6467990,"X-trail; "
34.8777900,31.6468960,"X-trail; "
34.8778160,31.6469930,"X-trail; "
34.8778400,31.6470930,"X-trail; "
34.8778650,31.6471950,"X-trail; "
34.8778870,31.6472970,"X-trail; "
34.8779110,31.6473960,"X-trail; "
34.8779340,31.6474960,"X-trail; "
34.8779540,31.6475990,"X-trail; "
34.8779850,31.6476930,"X-trail; "
34.8780060,31.6477950,"X-trail; "
34.8780330,31.6478940,"X-trail; "
34.8780520,31.6480010,"X-trail; "
34.8780770,31.6480970,"X-trail; "
34.8781020,31.6481970,"X-trail; "
34.8781120,31.6483010,"X-trail; "
34.8781330,31.6483900,"X-trail; "
34.8781510,31.6484750,"X-trail; "
34.8781720,31.6485630,"X-trail; "
34.8781930,31.6486590,"X-trail; "
34.8782060,31.6487390,"X-trail; "
34.8782230,31.6488200,"X-trail; "
34.8782330,31.6489010,"X-trail; "
34.8782420,31.6489770,"X-trail; "
34.8782610,31.6490510,"X-trail; "
34.8782690,31.6491160,"X-trail; "
34.8782760,31.6491910,"X-trail; "
34.8782840,31.6492620,"X-trail; "
34.8782910,31.6493260,"X-trail; "
34.8782870,31.6493910,"X-trail; "
34.8782870,31.6494540,"X-trail; "
34.8782800,31.6495140,"X-trail; "
34.8782730,31.6495730,"X-trail; "
34.8782600,31.6496920,"X-trail; "
34.8782560,31.6497640,"X-trail; "
34.8782420,31.6498300,"X-trail; "
34.8782180,31.6498870,"X-trail; "
34.8781960,31.6499500,"X-trail; "
34.8781830,31.6500120,"X-trail; "
34.8781730,31.6500650,"X-trail; "
34.8781600,31.6501180,"X-trail; "
34.8781460,31.6501700,"X-trail; "
34.8781260,31.6502200,"X-trail; "
34.8781080,31.6502680,"X-trail; "
34.8780950,31.6503280,"X-trail; "
34.8780830,31.6503800,"X-trail; "
34.8780660,31.6504290,"X-trail; "
34.8780470,31.6504830,"X-trail; "
34.8780160,31.6505340,"X-trail; "
34.8779910,31.6505900,"X-trail; "
34.8779640,31.6506470,"X-trail; "
34.8779300,31.6506980,"X-trail; "
34.8779070,31.6507530,"X-trail; "
34.8778970,31.6508080,"X-trail; "
34.8778810,31.6508730,"X-trail; "
34.8778560,31.6509350,"X-trail; "
34.8778340,31.6509910,"X-trail; "
34.8778150,31.6510450,"X-trail; "
34.8777860,31.6511070,"X-trail; "
34.8777530,31.6511730,"X-trail; "
34.8777160,31.6512310,"X-trail; "
34.8776900,31.6512920,"X-trail; "
34.8776650,31.6513520,"X-trail; "
34.8776620,31.6514040,"X-trail; "
34.8776480,31.6514670,"X-trail; "
34.8776310,31.6515330,"X-trail; "
34.8776220,31.6515930,"X-trail; "
34.8776060,31.6516510,"X-trail; "
34.8775890,31.6517120,"X-trail; "
34.8775660,31.6517730,"X-trail; "
34.8775410,31.6518340,"X-trail; "
34.8775200,31.6518870,"X-trail; "
34.8774960,31.6519420,"X-trail; "
34.8774730,31.6519960,"X-trail; "
34.8774520,31.6520490,"X-trail; "
34.8774310,31.6520980,"X-trail; "
34.8774100,31.6521480,"X-trail; "
34.8773850,31.6521830,"X-trail; "
34.8773580,31.6522200,"X-trail; "
34.8773470,31.6522670,"X-trail; "
34.8773380,31.6523090,"X-trail; "
34.8773240,31.6523520,"X-trail; "
34.8773230,31.6523950,"X-trail; "
34.8773140,31.6524390,"X-trail; "
34.8773130,31.6524780,"X-trail; "
34.8773070,31.6525190,"X-trail; "
34.8772990,31.6525610,"X-trail; "
34.8772950,31.6525990,"X-trail; "
34.8772870,31.6526400,"X-trail; "
34.8772780,31.6526820,"X-trail; "
34.8772720,31.6527230,"X-trail; "
34.8772670,31.6527650,"X-trail; "
34.8772620,31.6528070,"X-trail; "
34.8772160,31.6528570,"X-trail; "
34.8771990,31.6528990,"X-trail; "
34.8772160,31.6529400,"X-trail; "
34.8772170,31.6529800,"X-trail; "
34.8772270,31.6530280,"X-trail; "
34.8772270,31.6530740,"X-trail; "
34.8772310,31.6531200,"X-trail; "
34.8772240,31.6531640,"X-trail; "
34.8772160,31.6532130,"X-trail; "
34.8772200,31.6532660,"X-trail; "
34.8772160,31.6533140,"X-trail; "
34.8772180,31.6533620,"X-trail; "
34.8772300,31.6534140,"X-trail; "
34.8772380,31.6534620,"X-trail; "
34.8772470,31.6535100,"X-trail; "
34.8772520,31.6535590,"X-trail; "
34.8772610,31.6536060,"X-trail; "
34.8772680,31.6536590,"X-trail; "
34.8772840,31.6537010,"X-trail; "
34.8772980,31.6537510,"X-trail; "
34.8773080,31.6538030,"X-trail; "
34.8773220,31.6538480,"X-trail; "
34.8773330,31.6538990,"X-trail; "
34.8773500,31.6539490,"X-trail; "
34.8773650,31.6539910,"X-trail; "
34.8773740,31.6540400,"X-trail; "
34.8773940,31.6540870,"X-trail; "
34.8774150,31.6541380,"X-trail; "
34.8774150,31.6541840,"X-trail; "
34.8774250,31.6542270,"X-trail; "
34.8774230,31.6542810,"X-trail; "
34.8774210,31.6543340,"X-trail; "
34.8774460,31.6543770,"X-trail; "
34.8774530,31.6544200,"X-trail; "
34.8774770,31.6544550,"X-trail; "
34.8774840,31.6545000,"X-trail; "
34.8774870,31.6545550,"X-trail; "
34.8774910,31.6546030,"X-trail; "
34.8775150,31.6546480,"X-trail; "
34.8775270,31.6546960,"X-trail; "
34.8775410,31.6547390,"X-trail; "
34.8775590,31.6547810,"X-trail; "
34.8775610,31.6548250,"X-trail; "
34.8775730,31.6548680,"X-trail; "
34.8775910,31.6549160,"X-trail; "
34.8776060,31.6549590,"X-trail; "
34.8776200,31.6550030,"X-trail; "
34.8776320,31.6550520,"X-trail; "
34.8776310,31.6551030,"X-trail; "
34.8776220,31.6551550,"X-trail; "
34.8776280,31.6552010,"X-trail; "
34.8776380,31.6552510,"X-trail; "
34.8776450,31.6552950,"X-trail; "
34.8776470,31.6553420,"X-trail; "
34.8776470,31.6554000,"X-trail; "
34.8776440,31.6554530,"X-trail; "
34.8776490,31.6555060,"X-trail; "
34.8776540,31.6555630,"X-trail; "
34.8776490,31.6556180,"X-trail; "
34.8776520,31.6556680,"X-trail; "
34.8776360,31.6557210,"X-trail; "
34.8776310,31.6557810,"X-trail; "
34.8776210,31.6558340,"X-trail; "
34.8776060,31.6558910,"X-trail; "
34.8775940,31.6559490,"X-trail; "
34.8775840,31.6560060,"X-trail; "
34.8775580,31.6560680,"X-trail; "
34.8775250,31.6561250,"X-trail; "
34.8774970,31.6561780,"X-trail; "
34.8774770,31.6562440,"X-trail; "
34.8774370,31.6563060,"X-trail; "
34.8773860,31.6563760,"X-trail; "
34.8773400,31.6564370,"X-trail; "
34.8773030,31.6564990,"X-trail; "
34.8772680,31.6565580,"X-trail; "
34.8772180,31.6566200,"X-trail; "
34.8771670,31.6566800,"X-trail; "
34.8771150,31.6567520,"X-trail; "
34.8770630,31.6568210,"X-trail; "
34.8770260,31.6568930,"X-trail; "
34.8769670,31.6569700,"X-trail; "
34.8769210,31.6570520,"X-trail; "
34.8768680,31.6571450,"X-trail; "
34.8768180,31.6572270,"X-trail; "
34.8767780,31.6573220,"X-trail; "
34.8767430,31.6574090,"X-trail; "
34.8767080,31.6575000,"X-trail; "
34.8766960,31.6576030,"X-trail; "
34.8766780,31.6576960,"X-trail; "
34.8766630,31.6578080,"X-trail; "
34.8766550,31.6579160,"X-trail; "
34.8766500,31.6580270,"X-trail; "
34.8766540,31.6581330,"X-trail; "
34.8766580,31.6582480,"X-trail; "
34.8766770,31.6583670,"X-trail; "
34.8766850,31.6584830,"X-trail; "
34.8766870,31.6586000,"X-trail; "
34.8766990,31.6587130,"X-trail; "
34.8767030,31.6588220,"X-trail; "
34.8767070,31.6589320,"X-trail; "
34.8767100,31.6590410,"X-trail; "
34.8767240,31.6591470,"X-trail; "
34.8767340,31.6592530,"X-trail; "
34.8767520,31.6593560,"X-trail; "
34.8767680,31.6594560,"X-trail; "
34.8767800,31.6595560,"X-trail; "
34.8767840,31.6596540,"X-trail; "
34.8767900,31.6597580,"X-trail; "
34.8768170,31.6598420,"X-trail; "
34.8768320,31.6599360,"X-trail; "
34.8768610,31.6600360,"X-trail; "
34.8768840,31.6601350,"X-trail; "
34.8769260,31.6602210,"X-trail; "
34.8769510,31.6603310,"X-trail; "
34.8769700,31.6604370,"X-trail; "
34.8770050,31.6605370,"X-trail; "
34.8770370,31.6606420,"X-trail; "
34.8770560,31.6607460,"X-trail; "
34.8770570,31.6608750,"X-trail; "
34.8770790,31.6609720,"X-trail; "
34.8771070,31.6610780,"X-trail; "
34.8771320,31.6611810,"X-trail; "
34.8771560,31.6612910,"X-trail; "
34.8771820,31.6614020,"X-trail; "
34.8772200,31.6615200,"X-trail; "
34.8772300,31.6616310,"X-trail; "
34.8772540,31.6617410,"X-trail; "
34.8772820,31.6618510,"X-trail; "
34.8772960,31.6619650,"X-trail; "
34.8773210,31.6620830,"X-trail; "
34.8773520,31.6621940,"X-trail; "
34.8773810,31.6623080,"X-trail; "
34.8774130,31.6624270,"X-trail; "
34.8774430,31.6625430,"X-trail; "
34.8774780,31.6626520,"X-trail; "
34.8775230,31.6627700,"X-trail; "
34.8775670,31.6628840,"X-trail; "
34.8776220,31.6629920,"X-trail; "
34.8776740,31.6630990,"X-trail; "
34.8777310,31.6632000,"X-trail; "
34.8777930,31.6633060,"X-trail; "
34.8778530,31.6634110,"X-trail; "
34.8779240,31.6635060,"X-trail; "
34.8779990,31.6636050,"X-trail; "
34.8780690,31.6637070,"X-trail; "
34.8781390,31.6638150,"X-trail; "
34.8782120,31.6639120,"X-trail; "
34.8782810,31.6640130,"X-trail; "
34.8783490,31.6641140,"X-trail; "
34.8784190,31.6642160,"X-trail; "
34.8784880,31.6643150,"X-trail; "
34.8785520,31.6644200,"X-trail; "
34.8786170,31.6645280,"X-trail; "
34.8786910,31.6646310,"X-trail; "
34.8787630,31.6647310,"X-trail; "
34.8788280,31.6648330,"X-trail; "
34.8788980,31.6649450,"X-trail; "
34.8789630,31.6650340,"X-trail; "
34.8790260,31.6651260,"X-trail; "
34.8790900,31.6652230,"X-trail; "
34.8791480,31.6653070,"X-trail; "
34.8791990,31.6654110,"X-trail; "
34.8792570,31.6654970,"X-trail; "
34.8793150,31.6655760,"X-trail; "
34.8793670,31.6656590,"X-trail; "
34.8794190,31.6657470,"X-trail; "
34.8794510,31.6658310,"X-trail; "
34.8795000,31.6659160,"X-trail; "
34.8795450,31.6660000,"X-trail; "
34.8795810,31.6660820,"X-trail; "
34.8796150,31.6661710,"X-trail; "
34.8796520,31.6662630,"X-trail; "
34.8796930,31.6663470,"X-trail; "
34.8797250,31.6664320,"X-trail; "
34.8797540,31.6665150,"X-trail; "
34.8797820,31.6665990,"X-trail; "
34.8798170,31.6666860,"X-trail; "
34.8798500,31.6667680,"X-trail; "
34.8798770,31.6668550,"X-trail; "
34.8799100,31.6669390,"X-trail; "
34.8799390,31.6670260,"X-trail; "
34.8799760,31.6671130,"X-trail; "
34.8800060,31.6671940,"X-trail; "
34.8800380,31.6672750,"X-trail; "
34.8800720,31.6673540,"X-trail; "
34.8801010,31.6674320,"X-trail; "
34.8801320,31.6675080,"X-trail; "
34.8801600,31.6675840,"X-trail; "
34.8801970,31.6676590,"X-trail; "
34.8802260,31.6677370,"X-trail; "
34.8802520,31.6678150,"X-trail; "
34.8802830,31.6678910,"X-trail; "
34.8803120,31.6679770,"X-trail; "
34.8803450,31.6680560,"X-trail; "
34.8803740,31.6681350,"X-trail; "
34.8804010,31.6682150,"X-trail; "
34.8804330,31.6682920,"X-trail; "
34.8804620,31.6683640,"X-trail; "
34.8805010,31.6684400,"X-trail; "
34.8805330,31.6685140,"X-trail; "
34.8805640,31.6685960,"X-trail; "
34.8805920,31.6686740,"X-trail; "
34.8806300,31.6687480,"X-trail; "
34.8806500,31.6688240,"X-trail; "
34.8806700,31.6689000,"X-trail; "
