Order,Latitude,Longitude,Elevation,Date Created,Distance from Start,Distance to Next,Bearing
5853,31.6639000,034.9296970,961.286,13/6/2015 12:42:13,31.012,0.005,197.95
5854,31.6638340,034.9296720,961.286,13/6/2015 12:42:14,31.017,0.005,198.47
5855,31.6637700,034.9296470,961.286,13/6/2015 12:42:15,31.022,0.005,198.62
5856,31.6637040,034.9296210,961.286,13/6/2015 12:42:16,31.026,0.005,198.62
5857,31.6636380,034.9295950,961.286,13/6/2015 12:42:17,31.031,0.005,197.95
5858,31.6635720,034.9295700,961.286,13/6/2015 12:42:18,31.036,0.005,197.28
5859,31.6635060,034.9295460,961.286,13/6/2015 12:42:19,31.041,0.005,196.13
5860,31.6634380,034.9295230,964.202,13/6/2015 12:42:20,31.046,0.005,195.22
5861,31.6633720,034.9295020,967.848,13/6/2015 12:42:21,31.050,0.005,196.60
5862,31.6633060,034.9294790,967.848,13/6/2015 12:42:22,31.055,0.005,196.60
5863,31.6632400,034.9294560,967.848,13/6/2015 12:42:23,31.060,0.005,196.60
5864,31.6631740,034.9294330,967.848,13/6/2015 12:42:24,31.065,0.005,195.47
5865,31.6631060,034.9294110,967.848,13/6/2015 12:42:25,31.069,0.005,195.22
5866,31.6630400,034.9293900,967.848,13/6/2015 12:42:26,31.074,0.005,194.12
5867,31.6629720,034.9293700,967.848,13/6/2015 12:42:27,31.079,0.005,193.83
5868,31.6629060,034.9293510,967.848,13/6/2015 12:42:28,31.084,0.005,191.38
5869,31.6628380,034.9293350,967.848,13/6/2015 12:42:29,31.088,0.005,191.00
5870,31.6627720,034.9293200,970.801,13/6/2015 12:42:30,31.093,0.005,191.38
5871,31.6627040,034.9293040,974.409,13/6/2015 12:42:31,31.098,0.005,189.56
5872,31.6626380,034.9292910,974.409,13/6/2015 12:42:32,31.102,0.005,188.34
5873,31.6625680,034.9292790,974.409,13/6/2015 12:42:33,31.107,0.005,188.46
5874,31.6624990,034.9292670,974.409,13/6/2015 12:42:34,31.112,0.005,187.07
5875,31.6624300,034.9292570,974.409,13/6/2015 12:42:35,31.117,0.005,185.11
5876,31.6623630,034.9292500,974.409,13/6/2015 12:42:36,31.122,0.005,185.83
5877,31.6622960,034.9292420,974.409,13/6/2015 12:42:37,31.126,0.005,184.32
5878,31.6622280,034.9292360,974.409,13/6/2015 12:42:38,31.131,0.005,182.23
5879,31.6621620,034.9292330,974.409,13/6/2015 12:42:39,31.135,0.005,182.23
5880,31.6620960,034.9292300,977.259,13/6/2015 12:42:40,31.140,0.004,183.76
5881,31.6620310,034.9292250,980.971,13/6/2015 12:42:41,31.144,0.004,183.01
5882,31.6619660,034.9292210,980.971,13/6/2015 12:42:42,31.149,0.005,181.48
5883,31.6619000,034.9292190,980.971,13/6/2015 12:42:43,31.153,0.004,179.23
5884,31.6618360,034.9292200,980.971,13/6/2015 12:42:44,31.158,0.005,180.74
5885,31.6617700,034.9292190,980.971,13/6/2015 12:42:45,31.162,0.004,182.41
5886,31.6617090,034.9292160,980.971,13/6/2015 12:42:46,31.167,0.004,180.00
5887,31.6616480,034.9292160,980.971,13/6/2015 12:42:47,31.171,0.004,181.63
5888,31.6615880,034.9292140,980.971,13/6/2015 12:42:48,31.175,0.004,180.82
5889,31.6615280,034.9292130,980.971,13/6/2015 12:42:49,31.179,0.004,180.00
5890,31.6614660,034.9292130,980.971,13/6/2015 12:42:50,31.183,0.004,178.37
5891,31.6614060,034.9292150,980.971,13/6/2015 12:42:51,31.188,0.004,176.74
5892,31.6613460,034.9292190,980.971,13/6/2015 12:42:52,31.192,0.004,174.94
5893,31.6612880,034.9292250,980.971,13/6/2015 12:42:53,31.196,0.004,176.50
5894,31.6612320,034.9292290,980.971,13/6/2015 12:42:54,31.200,0.004,175.63
5895,31.6611760,034.9292340,980.971,13/6/2015 12:42:55,31.203,0.004,180.00
5896,31.6611240,034.9292340,980.971,13/6/2015 12:42:56,31.207,0.004,179.09
5897,31.6610700,034.9292350,980.971,13/6/2015 12:42:57,31.211,0.004,179.09
5898,31.6610160,034.9292360,980.971,13/6/2015 12:42:58,31.214,0.004,179.06
5899,31.6609640,034.9292370,980.971,13/6/2015 12:42:59,31.218,0.004,178.15
5900,31.6609110,034.9292390,985.346,13/6/2015 12:43:00,31.222,0.004,176.37
5901,31.6608570,034.9292430,990.814,13/6/2015 12:43:01,31.225,0.007,179.08
5902,31.6607510,034.9292450,990.814,13/6/2015 12:43:03,31.233,0.004,178.15
5903,31.6606980,034.9292470,990.814,13/6/2015 12:43:04,31.236,0.004,175.39
5904,31.6606450,034.9292520,990.814,13/6/2015 12:43:05,31.240,0.004,176.24
5905,31.6605930,034.9292560,990.814,13/6/2015 12:43:06,31.244,0.004,177.23
5906,31.6605400,034.9292590,990.814,13/6/2015 12:43:07,31.247,0.007,177.69
5907,31.6604340,034.9292640,990.814,13/6/2015 12:43:09,31.255,0.007,178.60
5908,31.6603290,034.9292670,990.814,13/6/2015 12:43:11,31.262,0.007,180.00
5909,31.6602230,034.9292670,990.814,13/6/2015 12:43:13,31.269,0.007,179.54
5910,31.6601160,034.9292680,990.814,13/6/2015 12:43:15,31.276,0.007,179.09
5911,31.6600080,034.9292700,990.814,13/6/2015 12:43:17,31.284,0.004,180.00
5912,31.6599550,034.9292700,990.814,13/6/2015 12:43:18,31.288,0.004,181.85
5913,31.6599020,034.9292680,990.814,13/6/2015 12:43:19,31.291,0.004,183.69
5914,31.6598490,034.9292640,992.272,13/6/2015 12:43:20,31.295,0.004,183.63
5915,31.6597950,034.9292600,994.094,13/6/2015 12:43:21,31.299,0.004,181.81
5916,31.6597410,034.9292580,994.094,13/6/2015 12:43:22,31.302,0.004,183.63
5917,31.6596870,034.9292540,994.094,13/6/2015 12:43:23,31.306,0.004,184.53
5918,31.6596330,034.9292490,994.094,13/6/2015 12:43:24,31.310,0.004,185.43
5919,31.6595790,034.9292430,994.094,13/6/2015 12:43:25,31.314,0.004,183.56
5920,31.6595240,034.9292390,994.094,13/6/2015 12:43:26,31.317,0.004,184.45
5921,31.6594690,034.9292340,994.094,13/6/2015 12:43:27,31.321,0.004,185.33
5922,31.6594140,034.9292280,994.094,13/6/2015 12:43:28,31.325,0.004,185.24
5923,31.6593580,034.9292220,994.094,13/6/2015 12:43:29,31.329,0.004,186.21
5924,31.6593030,034.9292150,994.094,13/6/2015 12:43:30,31.333,0.004,186.21
5925,31.6592480,034.9292080,994.094,13/6/2015 12:43:31,31.336,0.004,187.97
5926,31.6591930,034.9291990,994.094,13/6/2015 12:43:32,31.340,0.004,186.33
5927,31.6591390,034.9291920,994.094,13/6/2015 12:43:33,31.344,0.004,188.26
5928,31.6590860,034.9291830,994.094,13/6/2015 12:43:34,31.348,0.004,186.33
5929,31.6590320,034.9291760,994.094,13/6/2015 12:43:35,31.351,0.004,187.97
5930,31.6589770,034.9291670,994.094,13/6/2015 12:43:36,31.355,0.004,190.76
5931,31.6589230,034.9291550,994.094,13/6/2015 12:43:37,31.359,0.004,190.76
5932,31.6588690,034.9291430,994.094,13/6/2015 12:43:38,31.363,0.004,191.64
5933,31.6588150,034.9291300,994.094,13/6/2015 12:43:39,31.367,0.004,191.64
5934,31.6587610,034.9291170,996.812,13/6/2015 12:43:40,31.370,0.004,192.50
5935,31.6587070,034.9291030,1000.656,13/6/2015 12:43:41,31.374,0.004,191.85
5936,31.6586540,034.9290900,1000.656,13/6/2015 12:43:42,31.378,0.004,192.73
5937,31.6586010,034.9290760,1000.656,13/6/2015 12:43:43,31.382,0.004,190.76
5938,31.6585470,034.9290640,1000.656,13/6/2015 12:43:44,31.386,0.004,191.85
5939,31.6584940,034.9290510,1000.656,13/6/2015 12:43:45,31.389,0.004,190.76
5940,31.6584400,034.9290390,1000.656,13/6/2015 12:43:46,31.393,0.004,192.73
5941,31.6583870,034.9290250,1000.656,13/6/2015 12:43:47,31.397,0.004,193.61
5942,31.6583340,034.9290100,1000.656,13/6/2015 12:43:48,31.401,0.004,190.57
5943,31.6582790,034.9289980,1000.656,13/6/2015 12:43:49,31.404,0.004,190.57
5944,31.6582240,034.9289860,1002.133,13/6/2015 12:43:50,31.408,0.004,190.21
5945,31.6581670,034.9289740,1003.937,13/6/2015 12:43:51,31.412,0.004,190.21
5946,31.6581100,034.9289620,1003.937,13/6/2015 12:43:52,31.416,0.004,191.86
5947,31.6580530,034.9289480,1003.937,13/6/2015 12:43:53,31.420,0.004,193.73
5948,31.6579970,034.9289320,1003.937,13/6/2015 12:43:54,31.424,0.004,192.69
5949,31.6579400,034.9289170,1003.937,13/6/2015 12:43:55,31.428,0.004,191.86
5950,31.6578830,034.9289030,1003.937,13/6/2015 12:43:56,31.432,0.004,191.23
5951,31.6578270,034.9288900,1003.937,13/6/2015 12:43:57,31.436,0.004,192.69
5952,31.6577700,034.9288750,1003.937,13/6/2015 12:43:58,31.440,0.004,191.86
5953,31.6577130,034.9288610,1003.937,13/6/2015 12:43:59,31.444,0.004,191.67
5954,31.6576550,034.9288470,1006.853,13/6/2015 12:44:00,31.448,0.004,192.47
5955,31.6575970,034.9288320,1010.499,13/6/2015 12:44:01,31.452,0.004,191.67
5956,31.6575390,034.9288180,1010.499,13/6/2015 12:44:02,31.456,0.004,193.06
5957,31.6574800,034.9288020,1010.499,13/6/2015 12:44:03,31.461,0.004,193.06
5958,31.6574210,034.9287860,1010.499,13/6/2015 12:44:04,31.465,0.008,191.17
5959,31.6573040,034.9287590,1010.499,13/6/2015 12:44:06,31.473,0.004,193.50
5960,31.6572470,034.9287430,1010.499,13/6/2015 12:44:07,31.477,0.004,194.31
5961,31.6571900,034.9287260,1010.499,13/6/2015 12:44:08,31.481,0.008,194.31
5962,31.6570760,034.9286920,1011.957,13/6/2015 12:44:10,31.489,0.008,191.57
5963,31.6569590,034.9286640,1013.780,13/6/2015 12:44:12,31.497,0.004,193.28
5964,31.6569010,034.9286480,1013.780,13/6/2015 12:44:13,31.502,0.004,192.27
5965,31.6568420,034.9286330,1013.780,13/6/2015 12:44:14,31.506,0.004,191.29
5966,31.6567820,034.9286190,1013.780,13/6/2015 12:44:15,31.510,0.004,191.29
5967,31.6567220,034.9286050,1013.780,13/6/2015 12:44:16,31.514,0.004,192.85
5968,31.6566620,034.9285890,1013.780,13/6/2015 12:44:17,31.518,0.004,192.07
5969,31.6566020,034.9285740,1013.780,13/6/2015 12:44:18,31.523,0.004,192.07
5970,31.6565420,034.9285590,1013.780,13/6/2015 12:44:19,31.527,0.004,192.27
5971,31.6564830,034.9285440,1015.238,13/6/2015 12:44:20,31.531,0.004,192.85
5972,31.6564230,034.9285280,1017.060,13/6/2015 12:44:21,31.535,0.004,195.40
5973,31.6563640,034.9285090,1017.060,13/6/2015 12:44:22,31.539,0.004,192.85
5974,31.6563040,034.9284930,1017.060,13/6/2015 12:44:23,31.544,0.004,192.45
5975,31.6562420,034.9284770,1017.060,13/6/2015 12:44:24,31.548,0.004,192.26
5976,31.6561790,034.9284610,1017.060,13/6/2015 12:44:25,31.553,0.004,192.45
5977,31.6561170,034.9284450,1017.060,13/6/2015 12:44:26,31.557,0.004,192.07
5978,31.6560570,034.9284300,1017.060,13/6/2015 12:44:27,31.561,0.004,192.27
5979,31.6559980,034.9284150,1017.060,13/6/2015 12:44:28,31.565,0.004,194.07
5980,31.6559400,034.9283980,1017.060,13/6/2015 12:44:29,31.569,0.004,196.43
5981,31.6558820,034.9283780,1018.537,13/6/2015 12:44:30,31.574,0.004,197.78
5982,31.6558260,034.9283570,1020.341,13/6/2015 12:44:31,31.578,0.004,198.57
5983,31.6557700,034.9283350,1020.341,13/6/2015 12:44:32,31.582,0.004,198.27
5984,31.6557130,034.9283130,1020.341,13/6/2015 12:44:33,31.586,0.004,200.13
5985,31.6556570,034.9282890,1020.341,13/6/2015 12:44:34,31.590,0.004,198.74
5986,31.6555990,034.9282660,1020.341,13/6/2015 12:44:35,31.594,0.004,198.15
5987,31.6555390,034.9282430,1020.341,13/6/2015 12:44:36,31.599,0.004,200.65
5988,31.6554800,034.9282170,1020.341,13/6/2015 12:44:37,31.603,0.004,201.76
5989,31.6554200,034.9281890,1020.341,13/6/2015 12:44:38,31.607,0.005,201.44
5990,31.6553590,034.9281610,1020.341,13/6/2015 12:44:39,31.612,0.005,202.13
5991,31.6552980,034.9281320,1023.294,13/6/2015 12:44:40,31.616,0.004,202.46
5992,31.6552380,034.9281030,1026.903,13/6/2015 12:44:41,31.621,0.004,202.46
5993,31.6551780,034.9280740,1026.903,13/6/2015 12:44:42,31.625,0.004,203.16
5994,31.6551200,034.9280450,1026.903,13/6/2015 12:44:43,31.630,0.004,204.20
5995,31.6550610,034.9280140,1026.903,13/6/2015 12:44:44,31.634,0.004,204.57
5996,31.6550030,034.9279830,1026.903,13/6/2015 12:44:45,31.638,0.005,203.84
5997,31.6549430,034.9279520,1026.903,13/6/2015 12:44:46,31.643,0.004,204.20
5998,31.6548840,034.9279210,1026.903,13/6/2015 12:44:47,31.647,0.005,203.49
5999,31.6548230,034.9278900,1026.903,13/6/2015 12:44:48,31.652,0.005,203.84
6000,31.6547630,034.9278590,1026.903,13/6/2015 12:44:49,31.657,0.005,203.49
6001,31.6547020,034.9278280,1029.819,13/6/2015 12:44:50,31.661,0.005,203.84
6002,31.6546420,034.9277970,1033.465,13/6/2015 12:44:51,31.666,0.004,204.20
6003,31.6545830,034.9277660,1033.465,13/6/2015 12:44:52,31.670,0.005,204.52
6004,31.6545230,034.9277340,1033.465,13/6/2015 12:44:53,31.675,0.004,203.51
6005,31.6544640,034.9277040,1033.465,13/6/2015 12:44:54,31.679,0.004,203.51
6006,31.6544050,034.9276740,1033.465,13/6/2015 12:44:55,31.684,0.004,203.51
6007,31.6543460,034.9276440,1033.465,13/6/2015 12:44:56,31.688,0.004,202.44
6008,31.6542880,034.9276160,1033.465,13/6/2015 12:44:57,31.692,0.004,202.79
6009,31.6542310,034.9275880,1033.465,13/6/2015 12:44:58,31.697,0.004,203.89
6010,31.6541750,034.9275590,1033.465,13/6/2015 12:44:59,31.701,0.008,203.53
6011,31.6540630,034.9275020,1033.465,13/6/2015 12:45:01,31.709,0.009,200.98
6012,31.6539470,034.9274500,1033.465,13/6/2015 12:45:03,31.718,0.008,198.12
6013,31.6538320,034.9274060,1033.465,13/6/2015 12:45:05,31.726,0.004,198.27
6014,31.6537750,034.9273840,1033.465,13/6/2015 12:45:06,31.730,0.004,196.71
6015,31.6537180,034.9273640,1033.465,13/6/2015 12:45:07,31.734,0.004,194.63
6016,31.6536590,034.9273460,1033.465,13/6/2015 12:45:08,31.739,0.004,195.40
6017,31.6536000,034.9273270,1033.465,13/6/2015 12:45:09,31.743,0.004,194.08
6018,31.6535420,034.9273100,1034.923,13/6/2015 12:45:10,31.747,0.004,193.06
6019,31.6534830,034.9272940,1036.745,13/6/2015 12:45:11,31.751,0.004,192.85
6020,31.6534230,034.9272780,1036.745,13/6/2015 12:45:12,31.755,0.004,191.29
6021,31.6533630,034.9272640,1036.745,13/6/2015 12:45:13,31.759,0.004,192.47
6022,31.6533050,034.9272490,1036.745,13/6/2015 12:45:14,31.764,0.004,192.27
6023,31.6532460,034.9272340,1036.745,13/6/2015 12:45:15,31.768,0.004,193.28
6024,31.6531880,034.9272180,1036.745,13/6/2015 12:45:16,31.772,0.004,193.28
6025,31.6531300,034.9272020,1036.745,13/6/2015 12:45:17,31.776,0.004,192.07
6026,31.6530700,034.9271870,1036.745,13/6/2015 12:45:18,31.780,0.004,191.11
6027,31.6530090,034.9271730,1036.745,13/6/2015 12:45:19,31.784,0.004,191.11
6028,31.6529480,034.9271590,1038.222,13/6/2015 12:45:20,31.789,0.004,190.76
6029,31.6528850,034.9271450,1040.026,13/6/2015 12:45:21,31.793,0.005,189.71
6030,31.6528200,034.9271320,1040.026,13/6/2015 12:45:22,31.798,0.005,191.00
6031,31.6527540,034.9271170,1040.026,13/6/2015 12:45:23,31.802,0.005,192.25
6032,31.6526870,034.9271000,1040.026,13/6/2015 12:45:24,31.807,0.005,191.72
6033,31.6526210,034.9270840,1040.026,13/6/2015 12:45:25,31.812,0.005,192.25
6034,31.6525540,034.9270670,1040.026,13/6/2015 12:45:26,31.816,0.005,192.07
6035,31.6524860,034.9270500,1040.026,13/6/2015 12:45:27,31.821,0.005,192.07
6036,31.6524180,034.9270330,1040.026,13/6/2015 12:45:28,31.826,0.005,191.74
6037,31.6523480,034.9270160,1040.026,13/6/2015 12:45:29,31.831,0.005,192.24
6038,31.6522770,034.9269980,1041.484,13/6/2015 12:45:30,31.836,0.005,194.20
6039,31.6522060,034.9269770,1043.307,13/6/2015 12:45:31,31.841,0.005,195.70
6040,31.6521360,034.9269540,1043.307,13/6/2015 12:45:32,31.846,0.005,193.55
6041,31.6520650,034.9269340,1043.307,13/6/2015 12:45:33,31.851,0.005,192.89
6042,31.6519940,034.9269150,1043.307,13/6/2015 12:45:34,31.856,0.005,191.91
6043,31.6519210,034.9268970,1043.307,13/6/2015 12:45:35,31.861,0.005,192.55
6044,31.6518480,034.9268780,1043.307,13/6/2015 12:45:36,31.866,0.005,192.39
6045,31.6517740,034.9268590,1043.307,13/6/2015 12:45:37,31.872,0.005,192.23
6046,31.6516990,034.9268400,1043.307,13/6/2015 12:45:38,31.877,0.005,192.85
6047,31.6516240,034.9268200,1043.307,13/6/2015 12:45:39,31.882,0.005,193.73
6048,31.6515470,034.9267980,1041.864,13/6/2015 12:45:40,31.888,0.005,194.51
6049,31.6514710,034.9267750,1040.026,13/6/2015 12:45:41,31.893,0.005,193.30
6050,31.6513950,034.9267540,1040.026,13/6/2015 12:45:42,31.898,0.005,193.13
6051,31.6513180,034.9267330,1040.026,13/6/2015 12:45:43,31.904,0.005,192.23
6052,31.6512430,034.9267140,1040.026,13/6/2015 12:45:44,31.909,0.005,192.69
6053,31.6511670,034.9266940,1040.026,13/6/2015 12:45:45,31.915,0.011,192.69
6054,31.6510150,034.9266540,1040.026,13/6/2015 12:45:47,31.925,0.005,194.09
6055,31.6509400,034.9266320,1040.026,13/6/2015 12:45:48,31.931,0.011,192.91
6056,31.6507870,034.9265910,1037.110,13/6/2015 12:45:50,31.941,0.005,193.13
6057,31.6507100,034.9265700,1033.465,13/6/2015 12:45:51,31.947,0.005,193.13
6058,31.6506330,034.9265490,1033.465,13/6/2015 12:45:52,31.952,0.005,193.73
6059,31.6505560,034.9265270,1033.465,13/6/2015 12:45:53,31.958,0.005,192.53
6060,31.6504790,034.9265070,1033.465,13/6/2015 12:45:54,31.963,0.006,192.97
6061,31.6504010,034.9264860,1033.465,13/6/2015 12:45:55,31.969,0.005,193.30
6062,31.6503250,034.9264650,1033.465,13/6/2015 12:45:56,31.974,0.005,193.64
6063,31.6502510,034.9264440,1033.465,13/6/2015 12:45:57,31.979,0.005,193.64
6064,31.6501770,034.9264230,1033.465,13/6/2015 12:45:58,31.985,0.005,193.64
6065,31.6501030,034.9264020,1033.465,13/6/2015 12:45:59,31.990,0.005,193.64
6066,31.6500290,034.9263810,1033.465,13/6/2015 12:46:00,31.995,0.005,193.37
6067,31.6499570,034.9263610,1033.465,13/6/2015 12:46:01,32.000,0.005,194.01
6068,31.6498850,034.9263400,1033.465,13/6/2015 12:46:02,32.005,0.005,194.65
6069,31.6498130,034.9263180,1033.465,13/6/2015 12:46:03,32.010,0.005,194.65
6070,31.6497410,034.9262960,1033.465,13/6/2015 12:46:04,32.016,0.005,194.01
6071,31.6496690,034.9262750,1033.465,13/6/2015 12:46:05,32.021,0.005,193.55
6072,31.6495980,034.9262550,1033.465,13/6/2015 12:46:06,32.026,0.005,194.39
6073,31.6495280,034.9262340,1033.465,13/6/2015 12:46:07,32.031,0.005,194.59
6074,31.6494590,034.9262130,1033.465,13/6/2015 12:46:08,32.036,0.005,194.59
6075,31.6493900,034.9261920,1033.465,13/6/2015 12:46:09,32.040,0.005,195.01
6076,31.6493230,034.9261710,1036.381,13/6/2015 12:46:10,32.045,0.005,194.80
6077,31.6492550,034.9261500,1040.026,13/6/2015 12:46:11,32.050,0.005,194.12
6078,31.6491870,034.9261300,1040.026,13/6/2015 12:46:12,32.055,0.005,194.59
6079,31.6491180,034.9261090,1040.026,13/6/2015 12:46:13,32.060,0.005,195.47
6080,31.6490500,034.9260870,1040.026,13/6/2015 12:46:14,32.065,0.005,195.01
6081,31.6489830,034.9260660,1040.026,13/6/2015 12:46:15,32.069,0.005,195.01
6082,31.6489160,034.9260450,1040.026,13/6/2015 12:46:16,32.074,0.005,195.23
6083,31.6488500,034.9260240,1040.026,13/6/2015 12:46:17,32.079,0.005,195.23
6084,31.6487840,034.9260030,1040.026,13/6/2015 12:46:18,32.084,0.005,196.39
6085,31.6487200,034.9259810,1040.026,13/6/2015 12:46:19,32.088,0.005,195.92
6086,31.6486570,034.9259600,1042.885,13/6/2015 12:46:20,32.093,0.004,196.16
6087,31.6485950,034.9259390,1046.588,13/6/2015 12:46:21,32.097,0.004,195.67
6088,31.6485340,034.9259190,1046.588,13/6/2015 12:46:22,32.102,0.004,195.67
6089,31.6484730,034.9258990,1046.588,13/6/2015 12:46:23,32.106,0.008,197.21
6090,31.6483570,034.9258570,1046.588,13/6/2015 12:46:25,32.114,0.004,197.49
6091,31.6483000,034.9258360,1046.588,13/6/2015 12:46:26,32.118,0.004,195.92
6092,31.6482430,034.9258170,1046.588,13/6/2015 12:46:27,32.123,0.008,194.19
6093,31.6481280,034.9257830,1046.588,13/6/2015 12:46:29,32.131,0.004,195.65
6094,31.6480700,034.9257640,1049.504,13/6/2015 12:46:30,32.135,0.004,196.44
6095,31.6480120,034.9257440,1053.150,13/6/2015 12:46:31,32.139,0.004,196.17
6096,31.6479530,034.9257240,1053.150,13/6/2015 12:46:32,32.143,0.004,195.92
6097,31.6478930,034.9257040,1053.150,13/6/2015 12:46:33,32.148,0.004,195.40
6098,31.6478340,034.9256850,1053.150,13/6/2015 12:46:34,32.152,0.004,195.92
6099,31.6477740,034.9256650,1053.150,13/6/2015 12:46:35,32.156,0.004,195.92
6100,31.6477140,034.9256450,1053.150,13/6/2015 12:46:36,32.160,0.004,195.67
6101,31.6476530,034.9256250,1053.150,13/6/2015 12:46:37,32.165,0.004,196.41
6102,31.6475920,034.9256040,1053.150,13/6/2015 12:46:38,32.169,0.004,196.41
6103,31.6475310,034.9255830,1053.150,13/6/2015 12:46:39,32.173,0.004,196.16
6104,31.6474690,034.9255620,1054.608,13/6/2015 12:46:40,32.178,0.004,194.69
6105,31.6474070,034.9255430,1056.430,13/6/2015 12:46:41,32.182,0.004,196.41
6106,31.6473460,034.9255220,1056.430,13/6/2015 12:46:42,32.187,0.004,195.16
6107,31.6472860,034.9255030,1056.430,13/6/2015 12:46:43,32.191,0.004,196.67
6108,31.6472260,034.9254820,1056.430,13/6/2015 12:46:44,32.195,0.004,196.71
6109,31.6471690,034.9254620,1056.430,13/6/2015 12:46:45,32.199,0.004,197.49
6110,31.6471120,034.9254410,1056.430,13/6/2015 12:46:46,32.204,0.004,195.65
6111,31.6470540,034.9254220,1056.430,13/6/2015 12:46:47,32.208,0.004,196.67
6112,31.6469940,034.9254010,1056.430,13/6/2015 12:46:48,32.212,0.004,196.67
6113,31.6469340,034.9253800,1056.430,13/6/2015 12:46:49,32.216,0.004,198.44
6114,31.6468750,034.9253570,1059.347,13/6/2015 12:46:50,32.221,0.004,198.44
6115,31.6468160,034.9253340,1062.992,13/6/2015 12:46:51,32.225,0.004,198.60
6116,31.6467550,034.9253100,1062.992,13/6/2015 12:46:52,32.229,0.004,200.24
6117,31.6466970,034.9252850,1062.992,13/6/2015 12:46:53,32.234,0.004,200.24
6118,31.6466390,034.9252600,1062.992,13/6/2015 12:46:54,32.238,0.004,201.32
6119,31.6465820,034.9252340,1062.992,13/6/2015 12:46:55,32.242,0.004,202.79
6120,31.6465250,034.9252060,1062.992,13/6/2015 12:46:56,32.246,0.004,203.53
6121,31.6464700,034.9251780,1062.992,13/6/2015 12:46:57,32.250,0.004,204.28
6122,31.6464150,034.9251490,1062.992,13/6/2015 12:46:58,32.255,0.004,206.88
6123,31.6463610,034.9251170,1062.992,13/6/2015 12:46:59,32.259,0.004,204.67
6124,31.6463070,034.9250880,1065.945,13/6/2015 12:47:00,32.263,0.004,204.28
6125,31.6462520,034.9250590,1069.554,13/6/2015 12:47:01,32.267,0.004,206.58
6126,31.6461990,034.9250280,1069.554,13/6/2015 12:47:02,32.271,0.004,206.58
6127,31.6461460,034.9249970,1069.554,13/6/2015 12:47:03,32.275,0.004,208.04
6128,31.6460930,034.9249640,1069.554,13/6/2015 12:47:04,32.279,0.004,207.76
6129,31.6460410,034.9249320,1069.554,13/6/2015 12:47:05,32.283,0.008,206.73
6130,31.6459340,034.9248690,1069.554,13/6/2015 12:47:07,32.292,0.004,207.32
6131,31.6458810,034.9248370,1069.554,13/6/2015 12:47:08,32.296,0.004,206.58
6132,31.6458280,034.9248060,1069.554,13/6/2015 12:47:09,32.300,0.004,206.16
6133,31.6457740,034.9247750,1071.012,13/6/2015 12:47:10,32.304,0.004,205.84
6134,31.6457210,034.9247450,1072.835,13/6/2015 12:47:11,32.308,0.004,207.02
6135,31.6456690,034.9247140,1072.835,13/6/2015 12:47:12,32.312,0.004,207.76
6136,31.6456170,034.9246820,1072.835,13/6/2015 12:47:13,32.316,0.004,208.50
6137,31.6455650,034.9246490,1072.835,13/6/2015 12:47:14,32.320,0.004,207.94
6138,31.6455150,034.9246180,1072.835,13/6/2015 12:47:15,32.324,0.004,207.94
6139,31.6454650,034.9245870,1072.835,13/6/2015 12:47:16,32.328,0.004,206.85
6140,31.6454160,034.9245580,1072.835,13/6/2015 12:47:17,32.332,0.004,207.64
6141,31.6453670,034.9245280,1072.835,13/6/2015 12:47:18,32.336,0.004,206.85
6142,31.6453180,034.9244990,1072.835,13/6/2015 12:47:19,32.339,0.004,206.05
6143,31.6452690,034.9244710,1074.293,13/6/2015 12:47:20,32.343,0.004,207.33
6144,31.6452210,034.9244420,1076.115,13/6/2015 12:47:21,32.347,0.004,206.85
6145,31.6451720,034.9244130,1076.115,13/6/2015 12:47:22,32.351,0.004,207.33
6146,31.6451240,034.9243840,1076.115,13/6/2015 12:47:23,32.354,0.004,207.51
6147,31.6450780,034.9243560,1076.115,13/6/2015 12:47:24,32.358,0.004,207.01
6148,31.6450310,034.9243280,1076.115,13/6/2015 12:47:25,32.362,0.004,207.33
6149,31.6449830,034.9242990,1076.115,13/6/2015 12:47:26,32.365,0.004,207.33
6150,31.6449350,034.9242700,1076.115,13/6/2015 12:47:27,32.369,0.003,207.17
6151,31.6448900,034.9242430,1076.115,13/6/2015 12:47:28,32.373,0.004,207.01
6152,31.6448430,034.9242150,1076.115,13/6/2015 12:47:29,32.376,0.004,207.01
6153,31.6447960,034.9241870,1078.995,13/6/2015 12:47:30,32.380,0.004,205.81
6154,31.6447500,034.9241610,1082.677,13/6/2015 12:47:31,32.383,0.004,205.81
6155,31.6447040,034.9241350,1082.677,13/6/2015 12:47:32,32.387,0.004,207.51
6156,31.6446580,034.9241070,1082.677,13/6/2015 12:47:33,32.390,0.004,208.87
6157,31.6446130,034.9240780,1082.677,13/6/2015 12:47:34,32.394,0.004,207.51
6158,31.6445670,034.9240500,1082.677,13/6/2015 12:47:35,32.397,0.003,207.70
6159,31.6445230,034.9240230,1082.677,13/6/2015 12:47:36,32.401,0.004,206.66
6160,31.6444770,034.9239960,1082.677,13/6/2015 12:47:37,32.404,0.003,207.17
6161,31.6444320,034.9239690,1082.677,13/6/2015 12:47:38,32.408,0.003,206.30
6162,31.6443870,034.9239430,1082.677,13/6/2015 12:47:39,32.411,0.003,207.17
6163,31.6443420,034.9239160,1085.593,13/6/2015 12:47:40,32.415,0.003,208.24
6164,31.6442990,034.9238890,1089.239,13/6/2015 12:47:41,32.418,0.003,208.24
